,Invoice,CustomerID,Country,Datetime,ItemCount,Quantity,Max_Price,Value
6117,505858,15111.0,United Kingdom,2010-04-26 13:12:00,17,163,10.65,286.81
6118,505867,13307.0,United Kingdom,2010-04-26 13:28:00,13,100,12.75,227.73999999999998
6119,505877,12921.0,United Kingdom,2010-04-26 13:33:00,17,306,1.95,486.62
6120,505882,14552.0,United Kingdom,2010-04-26 13:44:00,57,93,5.95,173.71999999999994
6121,505883,12471.0,Germany,2010-04-26 13:53:00,26,282,12.75,848.9000000000001
6122,505884,14911.0,EIRE,2010-04-26 13:54:00,57,572,15.95,906.0000000000003
6123,505885,16623.0,United Kingdom,2010-04-26 14:04:00,15,159,3.95,228.25
6124,505886,15311.0,United Kingdom,2010-04-26 14:08:00,10,365,3.75,251.26999999999998
6125,505887,17959.0,United Kingdom,2010-04-26 14:12:00,2,49,39.95,140.75
6126,505889,13012.0,United Kingdom,2010-04-26 14:14:00,21,215,4.95,381.89
6127,505890,14527.0,United Kingdom,2010-04-26 14:22:00,34,84,12.75,271.66999999999996
6128,505891,13781.0,United Kingdom,2010-04-26 14:30:00,22,130,12.75,336.54999999999995
6129,505916,15867.0,United Kingdom,2010-04-26 14:47:00,51,192,7.95,352.22999999999996
6130,505941,16858.0,United Kingdom,2010-04-26 14:57:00,10,292,8.5,683.48
6131,505962,17841.0,United Kingdom,2010-04-26 15:17:00,51,174,14.95,297.5
6132,505963,14401.0,United Kingdom,2010-04-26 15:20:00,9,117,7.95,355.89000000000004
6133,505964,13015.0,United Kingdom,2010-04-26 15:30:00,32,297,12.75,524.21
6134,505965,16242.0,United Kingdom,2010-04-26 15:43:00,77,196,7.49,354.07
6135,505966,18009.0,United Kingdom,2010-04-26 16:16:00,10,100,6.95,534.0
6136,505967,18009.0,United Kingdom,2010-04-26 16:21:00,22,50,15.95,371.41
6137,505969,17231.0,United Kingdom,2010-04-26 16:36:00,64,226,12.75,355.96
6138,505970,12712.0,Germany,2010-04-26 16:49:00,15,142,9.95,221.61999999999998
6139,505973,14465.0,United Kingdom,2010-04-26 17:16:00,9,886,5.45,884.2199999999999
6140,505974,17449.0,United Kingdom,2010-04-26 18:06:00,35,213,8.5,341.2899999999999
6141,505975,13037.0,United Kingdom,2010-04-27 08:51:00,21,164,19.95,384.31
6142,505976,14625.0,United Kingdom,2010-04-27 08:58:00,21,197,9.95,334.34999999999997
6143,505977,13881.0,United Kingdom,2010-04-27 09:01:00,25,1651,12.75,2519.52
6144,505978,13881.0,United Kingdom,2010-04-27 09:03:00,11,692,6.35,856.4399999999999
6145,505979,15601.0,United Kingdom,2010-04-27 09:05:00,20,178,7.49,293.26
6146,505980,15845.0,United Kingdom,2010-04-27 09:09:00,18,106,12.75,379.92
6147,505981,18102.0,United Kingdom,2010-04-27 09:30:00,12,2140,6.38,5416.799999999999
6148,505982,18102.0,United Kingdom,2010-04-27 09:32:00,3,20,6.38,78.64
6149,505983,13199.0,United Kingdom,2010-04-27 09:34:00,3,74,6.35,143.5
6150,505984,18102.0,United Kingdom,2010-04-27 09:35:00,20,1664,3.74,3707.9200000000005
6151,505985,18102.0,United Kingdom,2010-04-27 09:41:00,11,396,5.88,796.68
6152,505986,16186.0,United Kingdom,2010-04-27 09:42:00,21,200,5.95,347.76000000000005
6153,505987,18102.0,United Kingdom,2010-04-27 09:44:00,12,625,6.38,1480.37
6154,505988,13655.0,United Kingdom,2010-04-27 09:59:00,26,246,12.75,523.08
6155,505989,13064.0,United Kingdom,2010-04-27 10:08:00,12,69,12.75,239.65000000000003
6156,505990,17966.0,United Kingdom,2010-04-27 10:11:00,7,401,2.1,170.1
6157,505991,13798.0,United Kingdom,2010-04-27 10:13:00,4,292,1.69,339.6
6158,505992,17966.0,United Kingdom,2010-04-27 10:14:00,1,50,0.42,21.0
6159,505993,17221.0,United Kingdom,2010-04-27 10:27:00,3,94,5.95,241.3
6160,505994,17920.0,United Kingdom,2010-04-27 10:28:00,13,400,5.45,942.46
6161,505995,15601.0,United Kingdom,2010-04-27 10:31:00,27,283,7.49,458.97
6162,505996,17348.0,United Kingdom,2010-04-27 10:48:00,31,397,2.95,287.15999999999997
6163,505997,13192.0,United Kingdom,2010-04-27 10:50:00,38,317,19.95,641.0499999999998
6164,505998,15367.0,United Kingdom,2010-04-27 10:51:00,33,327,4.95,550.3000000000002
6165,505999,14837.0,United Kingdom,2010-04-27 10:54:00,24,333,8.5,465.54999999999995
6166,506000,16088.0,United Kingdom,2010-04-27 10:56:00,3,117,9.95,725.15
6167,506003,16652.0,United Kingdom,2010-04-27 11:15:00,32,1198,10.95,2409.2200000000003
6168,506004,15633.0,United Kingdom,2010-04-27 11:22:00,1,16,10.95,175.2
6169,506018,15369.0,United Kingdom,2010-04-27 11:35:00,1,144,1.69,243.35999999999999
6170,506024,15369.0,United Kingdom,2010-04-27 11:37:00,2,216,1.69,365.03999999999996
6171,506025,16543.0,United Kingdom,2010-04-27 11:38:00,18,317,3.95,292.21
6172,506029,16550.0,United Kingdom,2010-04-27 11:40:00,49,416,12.75,683.0
6173,506047,16782.0,United Kingdom,2010-04-27 11:48:00,37,75,16.95,218.57
6174,506055,16117.0,United Kingdom,2010-04-27 11:50:00,23,69,8.5,133.5
6175,506066,13696.0,United Kingdom,2010-04-27 11:53:00,5,196,7.45,1080.2
6176,506070,17139.0,United Kingdom,2010-04-27 11:54:00,39,792,15.95,1050.8499999999997
6177,506073,17139.0,United Kingdom,2010-04-27 11:56:00,3,24,3.45,55.8
6178,506080,17332.0,United Kingdom,2010-04-27 11:58:00,15,139,6.35,98.83
6179,506082,13178.0,United Kingdom,2010-04-27 11:58:00,58,766,4.95,1160.1000000000001
6180,506091,15402.0,United Kingdom,2010-04-27 12:12:00,40,527,14.95,584.0600000000003
6181,506092,17185.0,United Kingdom,2010-04-27 12:15:00,23,64,3.75,105.71
6182,506097,16456.0,United Kingdom,2010-04-27 12:20:00,15,161,12.75,296.98999999999995
6183,506099,17991.0,United Kingdom,2010-04-27 12:46:00,34,74,19.95,225.54999999999998
6184,506100,16749.0,United Kingdom,2010-04-27 13:06:00,53,992,12.75,2043.3600000000001
6185,506107,16354.0,United Kingdom,2010-04-27 13:33:00,25,93,7.25,210.83000000000004
6186,506108,17063.0,United Kingdom,2010-04-27 13:35:00,29,228,12.75,521.88
6187,506111,12849.0,United Kingdom,2010-04-27 13:44:00,27,198,19.95,463.4400000000001
6188,506112,16210.0,United Kingdom,2010-04-27 13:45:00,1,240,3.39,813.6
6189,506113,16210.0,United Kingdom,2010-04-27 13:48:00,14,186,19.95,550.3
6190,506114,13001.0,United Kingdom,2010-04-27 13:48:00,27,333,8.5,812.4500000000003
6191,506115,12392.0,Australia,2010-04-27 14:04:00,7,73,9.95,234.75000000000003
6192,506116,13026.0,United Kingdom,2010-04-27 14:07:00,3,72,2.1,110.88000000000001
6193,506117,16408.0,United Kingdom,2010-04-27 14:08:00,45,227,5.95,231.93000000000004
6194,506118,17709.0,United Kingdom,2010-04-27 14:10:00,8,113,4.25,136.25
6195,506119,16267.0,United Kingdom,2010-04-27 14:10:00,7,198,2.95,186.65999999999997
6196,506120,16170.0,United Kingdom,2010-04-27 14:10:00,21,324,2.95,301.02
6197,506121,17035.0,United Kingdom,2010-04-27 14:11:00,3,62,12.75,125.46000000000001
6198,506122,13048.0,United Kingdom,2010-04-27 14:11:00,25,283,4.95,429.25
6199,506123,16197.0,United Kingdom,2010-04-27 14:12:00,13,293,12.75,183.98999999999998
6200,506125,14651.0,United Kingdom,2010-04-27 14:14:00,3,50,12.75,221.10000000000002
6201,506127,16351.0,United Kingdom,2010-04-27 14:36:00,14,175,7.95,301.3
6202,506130,16011.0,United Kingdom,2010-04-27 14:44:00,6,53,5.95,112.14999999999999
6203,506131,14211.0,United Kingdom,2010-04-27 14:56:00,28,225,10.95,405.06000000000006
6204,506134,16103.0,United Kingdom,2010-04-27 15:18:00,11,132,4.95,265.08
6205,506135,15070.0,United Kingdom,2010-04-27 15:21:00,17,171,6.75,306.05000000000007
6206,506136,14882.0,United Kingdom,2010-04-27 15:29:00,2,84,5.45,112.20000000000002
6207,506137,13319.0,United Kingdom,2010-04-27 15:31:00,35,295,12.75,689.47
6208,506138,15005.0,United Kingdom,2010-04-27 15:32:00,53,185,12.75,314.4100000000001
6209,506139,18268.0,United Kingdom,2010-04-27 15:47:00,9,112,12.75,217.48000000000002
6210,506140,15856.0,United Kingdom,2010-04-27 16:15:00,16,300,5.55,462.69999999999993
6211,506142,12744.0,Singapore,2010-04-27 16:19:00,36,509,12.75,1252.9500000000003
6212,506144,15856.0,United Kingdom,2010-04-27 16:32:00,6,7,3.75,19.35
6213,506149,12748.0,United Kingdom,2010-04-27 17:01:00,3,5,10.0,30.4
6214,506154,14471.0,United Kingdom,2010-04-27 17:12:00,14,68,7.49,192.12000000000003
6215,506162,13081.0,United Kingdom,2010-04-28 09:15:00,131,2003,12.75,2525.8599999999988
6216,506163,15498.0,United Kingdom,2010-04-28 09:18:00,45,564,12.75,1443.0200000000002
6217,506164,17941.0,United Kingdom,2010-04-28 09:23:00,2,120,2.55,306.0
6218,506165,14912.0,Italy,2010-04-28 09:41:00,18,417,7.49,457.33
6219,506167,16138.0,United Kingdom,2010-04-28 09:51:00,12,587,14.95,516.2099999999999
6220,506168,13958.0,United Kingdom,2010-04-28 10:02:00,29,210,14.95,550.8000000000001
6221,506169,13958.0,United Kingdom,2010-04-28 10:03:00,5,44,5.95,92.6
6222,506170,14237.0,United Kingdom,2010-04-28 10:04:00,17,200,12.75,310.14000000000004
6223,506171,14110.0,United Kingdom,2010-04-28 10:05:00,8,92,7.49,305.19999999999993
6224,506172,16742.0,United Kingdom,2010-04-28 10:16:00,4,324,1.69,236.28000000000003
6225,506173,12939.0,United Kingdom,2010-04-28 10:18:00,2,300,1.95,585.0
6226,506174,16182.0,United Kingdom,2010-04-28 10:29:00,7,496,1.65,714.0
6227,506175,14978.0,United Kingdom,2010-04-28 10:50:00,17,44,12.75,250.03999999999996
6228,506176,17635.0,United Kingdom,2010-04-28 10:51:00,27,228,34.95,538.8000000000001
6229,506177,14770.0,United Kingdom,2010-04-28 10:52:00,17,86,12.75,365.20000000000005
6230,506178,16841.0,United Kingdom,2010-04-28 10:58:00,20,212,5.95,495.0
6231,506189,16779.0,United Kingdom,2010-04-28 11:24:00,11,231,12.75,291.59999999999997
6232,506209,15791.0,United Kingdom,2010-04-28 11:29:00,33,453,5.95,690.0500000000001
6233,506222,18135.0,United Kingdom,2010-04-28 11:52:00,4,149,6.95,97.25
6234,506223,16461.0,United Kingdom,2010-04-28 11:54:00,97,466,12.75,687.1500000000002
6235,506225,17491.0,United Kingdom,2010-04-28 11:57:00,20,290,8.5,412.50000000000006
6236,506226,13047.0,United Kingdom,2010-04-28 12:01:00,28,275,16.95,838.6900000000002
6237,506227,13539.0,United Kingdom,2010-04-28 12:04:00,17,110,9.95,333.49000000000007
6238,506228,13775.0,United Kingdom,2010-04-28 12:15:00,63,455,12.75,1049.66
6239,506229,18273.0,United Kingdom,2010-04-28 12:24:00,1,60,2.55,153.0
6240,506230,13694.0,United Kingdom,2010-04-28 12:27:00,13,1456,10.95,2222.08
6241,506231,13694.0,United Kingdom,2010-04-28 12:28:00,1,720,0.21,151.2
6242,506232,14177.0,United Kingdom,2010-04-28 12:31:00,19,56,12.75,160.96
6243,506233,14177.0,United Kingdom,2010-04-28 12:34:00,2,12,5.95,41.4
6244,506239,14177.0,United Kingdom,2010-04-28 12:41:00,1,1,9.95,9.95
6245,506241,15311.0,United Kingdom,2010-04-28 12:51:00,4,133,3.75,184.95
6246,506242,14194.0,United Kingdom,2010-04-28 13:12:00,17,178,10.75,376.7
6247,506244,14194.0,United Kingdom,2010-04-28 13:18:00,52,524,12.75,950.3100000000001
6248,506245,16447.0,United Kingdom,2010-04-28 13:21:00,22,62,15.95,309.29999999999995
6249,506246,14194.0,United Kingdom,2010-04-28 13:23:00,19,248,4.95,379.92
6250,506247,18049.0,United Kingdom,2010-04-28 13:24:00,61,149,14.95,272.13
6251,506248,14724.0,United Kingdom,2010-04-28 13:26:00,43,187,19.95,345.25
6252,506249,12876.0,Belgium,2010-04-28 13:26:00,31,406,18.95,795.5400000000002
6253,506250,16327.0,United Kingdom,2010-04-28 13:34:00,55,800,5.95,471.6599999999998
6254,506251,14344.0,United Kingdom,2010-04-28 13:40:00,18,78,12.75,282.30000000000007
6255,506252,14399.0,United Kingdom,2010-04-28 13:42:00,32,100,5.95,229.04999999999998
6256,506253,17346.0,United Kingdom,2010-04-28 13:53:00,54,151,14.95,291.24999999999994
6257,506254,12714.0,France,2010-04-28 13:59:00,57,945,4.95,1134.63
6258,506255,16384.0,United Kingdom,2010-04-28 14:01:00,20,191,8.5,319.75
6259,506256,14233.0,United Kingdom,2010-04-28 14:02:00,22,242,12.75,611.9
6260,506258,15738.0,United Kingdom,2010-04-28 14:25:00,11,354,5.45,306.2
6261,506260,12717.0,Greece,2010-04-28 14:34:00,15,93,5.45,227.93
6262,506261,17605.0,United Kingdom,2010-04-28 14:45:00,13,71,8.5,160.75
6263,506262,12839.0,United Kingdom,2010-04-28 14:45:00,33,293,12.75,460.42999999999995
6264,506263,14739.0,United Kingdom,2010-04-28 14:52:00,6,214,7.65,403.42
6265,506264,13715.0,United Kingdom,2010-04-28 14:53:00,10,120,9.95,183.76000000000002
6266,506265,14389.0,United Kingdom,2010-04-28 14:57:00,13,132,1.95,228.4
6267,506266,16648.0,United Kingdom,2010-04-28 14:58:00,13,152,8.5,252.84
6268,506267,12695.0,France,2010-04-28 14:59:00,10,62,7.49,213.7
6269,506268,15445.0,United Kingdom,2010-04-28 15:00:00,9,60,12.75,171.0
6270,506269,15101.0,United Kingdom,2010-04-28 15:00:00,8,63,5.45,122.95
6271,506270,18260.0,United Kingdom,2010-04-28 15:01:00,10,232,16.95,428.29999999999995
6272,506271,13238.0,United Kingdom,2010-04-28 15:02:00,6,60,1.95,117.0
6273,506272,14648.0,United Kingdom,2010-04-28 15:04:00,3,36,2.95,80.4
6274,506273,16359.0,United Kingdom,2010-04-28 15:05:00,6,67,5.95,105.85
6275,506274,17262.0,United Kingdom,2010-04-28 15:06:00,1,20,4.65,93.0
6276,506275,17262.0,United Kingdom,2010-04-28 15:09:00,1,10,4.65,46.5
6277,506276,17581.0,United Kingdom,2010-04-28 15:39:00,30,258,10.65,592.94
6278,506277,17581.0,United Kingdom,2010-04-28 15:40:00,20,176,15.95,321.29999999999995
6279,506278,12698.0,Germany,2010-04-28 15:51:00,15,108,12.75,285.75000000000006
6280,506279,13976.0,United Kingdom,2010-04-28 15:54:00,14,91,12.75,257.41
6281,506281,14395.0,United Kingdom,2010-04-28 16:17:00,58,199,12.75,587.6100000000001
6282,506282,17406.0,United Kingdom,2010-04-28 16:20:00,1,6,12.75,76.5
6283,506283,14422.0,United Kingdom,2010-04-28 16:26:00,36,377,5.95,644.1700000000002
6284,506285,16767.0,United Kingdom,2010-04-28 16:49:00,51,836,4.95,792.81
6285,506287,13041.0,United Kingdom,2010-04-29 08:43:00,10,116,7.49,256.15999999999997
6286,506288,14403.0,United Kingdom,2010-04-29 08:47:00,3,66,10.95,228.29999999999998
6287,506289,13758.0,United Kingdom,2010-04-29 09:11:00,24,428,12.75,686.5200000000001
6288,506290,14911.0,EIRE,2010-04-29 09:16:00,53,462,12.75,1124.9800000000007
6289,506292,15641.0,United Kingdom,2010-04-29 09:38:00,22,240,7.95,316.85
6290,506293,13802.0,United Kingdom,2010-04-29 09:42:00,41,739,10.65,1898.5700000000006
6291,506294,17377.0,United Kingdom,2010-04-29 10:11:00,18,93,6.45,136.05000000000004
6292,506295,15125.0,United Kingdom,2010-04-29 10:17:00,17,425,12.75,1007.0799999999999
6293,506296,17377.0,United Kingdom,2010-04-29 10:20:00,4,7,1.25,8.75
6294,506297,14275.0,United Kingdom,2010-04-29 10:24:00,1,32,2.55,81.6
6295,506298,12748.0,United Kingdom,2010-04-29 10:24:00,8,25,10.65,146.49
6296,506299,14849.0,United Kingdom,2010-04-29 10:33:00,40,636,7.95,758.1800000000002
6297,506300,13655.0,United Kingdom,2010-04-29 10:38:00,3,38,3.75,57.5
6298,506301,14249.0,United Kingdom,2010-04-29 10:41:00,6,46,9.95,105.70000000000002
6299,506303,14249.0,United Kingdom,2010-04-29 10:43:00,20,194,12.75,340.19100000000003
6300,506305,13070.0,United Kingdom,2010-04-29 10:48:00,8,76,2.95,154.2
6301,506308,14911.0,EIRE,2010-04-29 10:54:00,25,304,12.75,528.6500000000001
6302,506309,12758.0,Portugal,2010-04-29 10:58:00,2,46,1.95,85.53999999999999
6303,506311,17841.0,United Kingdom,2010-04-29 11:08:00,23,109,12.75,214.14999999999998
6304,506312,17886.0,United Kingdom,2010-04-29 11:10:00,20,27,15.95,144.20000000000002
6305,506314,12835.0,United Kingdom,2010-04-29 11:19:00,13,25,7.95,84.77000000000001
6306,506317,13694.0,United Kingdom,2010-04-29 11:22:00,4,426,3.39,673.74
6307,506344,17730.0,United Kingdom,2010-04-29 11:48:00,18,244,7.95,347.34
6308,506346,15691.0,United Kingdom,2010-04-29 11:53:00,5,44,12.75,197.7
6309,506347,14512.0,United Kingdom,2010-04-29 11:56:00,14,59,4.65,156.87000000000003
6310,506361,14961.0,United Kingdom,2010-04-29 12:04:00,48,361,10.95,819.3500000000004
6311,506377,14527.0,United Kingdom,2010-04-29 12:16:00,13,41,10.95,138.79999999999998
6312,506378,14824.0,United Kingdom,2010-04-29 12:17:00,14,152,5.95,399.6
6313,506380,17222.0,United Kingdom,2010-04-29 12:19:00,15,107,7.95,168.73
6314,506381,13477.0,United Kingdom,2010-04-29 12:21:00,21,393,12.75,387.14
6315,506383,13824.0,United Kingdom,2010-04-29 12:30:00,19,148,6.75,390.6
6316,506384,14680.0,United Kingdom,2010-04-29 12:37:00,40,570,9.95,1133.6000000000004
6317,506386,15203.0,United Kingdom,2010-04-29 12:43:00,16,185,2.1,148.54000000000005
6318,506387,15203.0,United Kingdom,2010-04-29 12:44:00,1,48,0.29,13.919999999999998
6319,506388,16383.0,United Kingdom,2010-04-29 12:51:00,101,421,15.95,840.6699999999996
6320,506389,17356.0,United Kingdom,2010-04-29 12:55:00,4,253,2.95,166.27
6321,506391,18111.0,United Kingdom,2010-04-29 12:58:00,27,232,16.95,405.8499999999999
6322,506394,12349.0,Italy,2010-04-29 13:20:00,46,473,34.95,1068.52
6323,506395,17771.0,United Kingdom,2010-04-29 13:21:00,4,4,4.25,16.0
6324,506397,14732.0,United Kingdom,2010-04-29 13:29:00,18,102,19.95,317.62000000000006
6325,506399,13969.0,United Kingdom,2010-04-29 13:32:00,9,92,39.95,201.5
6326,506400,15954.0,United Kingdom,2010-04-29 13:35:00,19,118,3.75,187.79999999999995
6327,506403,16332.0,United Kingdom,2010-04-29 13:41:00,11,53,16.95,107.75000000000001
6328,506404,16008.0,United Kingdom,2010-04-29 13:41:00,12,148,7.49,171.06
6329,506408,15768.0,United Kingdom,2010-04-29 13:50:00,42,117,14.95,470.34999999999997
6330,506410,12863.0,United Kingdom,2010-04-29 13:54:00,20,181,10.75,632.35
6331,506411,13148.0,United Kingdom,2010-04-29 14:00:00,25,202,12.75,372.67
6332,506412,16607.0,United Kingdom,2010-04-29 14:01:00,15,116,6.75,287.30000000000007
6333,506413,14292.0,United Kingdom,2010-04-29 14:16:00,15,243,12.75,396.45000000000005
6334,506415,17460.0,United Kingdom,2010-04-29 15:00:00,7,74,12.75,130.64999999999998
6335,506416,13786.0,United Kingdom,2010-04-29 15:02:00,7,64,9.95,319.59999999999997
6336,506428,15180.0,United Kingdom,2010-04-29 15:27:00,28,369,5.95,452.84000000000003
6337,506433,18141.0,United Kingdom,2010-04-29 15:32:00,22,237,8.5,458.2699999999999
6338,506434,13173.0,United Kingdom,2010-04-29 15:34:00,58,199,30.0,444.97999999999973
6339,506435,12377.0,Switzerland,2010-04-29 15:34:00,47,835,5.95,1210.96
6340,506436,13173.0,United Kingdom,2010-04-29 15:38:00,6,87,6.35,107.07000000000001
6341,506437,15606.0,United Kingdom,2010-04-29 15:39:00,9,132,4.95,303.79999999999995
6342,506440,17611.0,United Kingdom,2010-04-29 16:22:00,18,126,10.65,280.8
6343,506442,16520.0,United Kingdom,2010-04-29 16:45:00,71,177,15.95,366.52000000000004
6344,506443,14282.0,United Kingdom,2010-04-29 16:45:00,14,466,2.95,578.9
6345,506444,16718.0,United Kingdom,2010-04-29 16:56:00,23,231,10.95,481.65
6346,506446,12982.0,United Kingdom,2010-04-29 17:11:00,23,250,12.75,360.7
6347,506447,12857.0,United Kingdom,2010-04-29 17:33:00,15,172,9.95,440.05
6348,506448,17463.0,United Kingdom,2010-04-29 17:57:00,95,282,9.95,449.5999999999996
6349,506451,13077.0,United Kingdom,2010-04-29 18:18:00,43,446,6.75,334.7
6350,506452,15709.0,United Kingdom,2010-04-29 18:31:00,21,48,15.95,194.59999999999997
6351,506453,14031.0,United Kingdom,2010-04-29 18:34:00,42,425,12.75,1307.2699999999995
6352,506454,16422.0,United Kingdom,2010-04-29 19:05:00,5,986,4.65,490.02000000000004
6353,506455,16827.0,United Kingdom,2010-04-29 19:07:00,2,39,5.95,48.45
6354,506456,15015.0,United Kingdom,2010-04-29 19:08:00,53,244,9.95,302.71999999999986
6355,506457,17406.0,United Kingdom,2010-04-29 19:17:00,6,57,5.95,97.35
6356,506458,14543.0,United Kingdom,2010-04-29 19:36:00,10,107,10.65,581.1499999999999
6357,506459,12915.0,United Kingdom,2010-04-29 19:36:00,13,103,12.75,206.3
6358,506460,15861.0,United Kingdom,2010-04-29 20:04:00,75,279,19.95,340.52
6359,506461,17021.0,United Kingdom,2010-04-29 20:05:00,11,251,15.95,301.73
6360,506462,14650.0,United Kingdom,2010-04-29 20:27:00,4,22,12.75,62.5
6361,506463,16258.0,United Kingdom,2010-04-30 07:58:00,27,371,12.75,766.9899999999998
6362,506464,16258.0,United Kingdom,2010-04-30 08:01:00,4,29,2.55,53.849999999999994
6363,506465,15291.0,United Kingdom,2010-04-30 08:47:00,3,62,14.95,304.5
6364,506466,14867.0,United Kingdom,2010-04-30 08:55:00,6,15,12.75,94.45
6365,506467,16754.0,United Kingdom,2010-04-30 09:06:00,14,6384,2.55,7210.32
6366,506468,17949.0,United Kingdom,2010-04-30 09:08:00,1,300,0.72,216.0
6367,506469,13481.0,United Kingdom,2010-04-30 09:13:00,27,246,10.95,416.8600000000001
6368,506470,15605.0,United Kingdom,2010-04-30 09:28:00,7,50,4.95,118.5
6369,506471,16754.0,United Kingdom,2010-04-30 09:41:00,1,240,1.06,254.4
6370,506472,17230.0,United Kingdom,2010-04-30 09:47:00,27,250,12.75,710.44
6371,506475,13856.0,United Kingdom,2010-04-30 10:08:00,6,21,12.75,108.43
6372,506478,16748.0,United Kingdom,2010-04-30 10:26:00,12,240,1.95,396.0
6373,506487,12806.0,Netherlands,2010-04-30 10:44:00,36,850,12.75,1069.4999999999998
6374,506494,14299.0,United Kingdom,2010-04-30 10:52:00,6,60,10.95,304.47999999999996
6375,506496,17005.0,United Kingdom,2010-04-30 10:55:00,15,426,10.95,453.75
6376,506555,17677.0,United Kingdom,2010-04-30 11:25:00,50,786,12.75,1637.6199999999994
6377,506556,14994.0,United Kingdom,2010-04-30 11:28:00,48,76,7.49,164.95
6378,506557,13249.0,United Kingdom,2010-04-30 11:44:00,2,96,1.45,129.6
6379,506558,15013.0,United Kingdom,2010-04-30 11:47:00,22,104,8.5,125.77999999999999
6380,506560,15819.0,United Kingdom,2010-04-30 11:57:00,27,270,3.75,405.37999999999994
6381,506561,15819.0,United Kingdom,2010-04-30 11:58:00,5,72,1.65,99.6
6382,506562,16150.0,United Kingdom,2010-04-30 12:13:00,22,222,2.95,301.34
6383,506564,16096.0,United Kingdom,2010-04-30 12:25:00,18,137,12.75,306.57000000000005
6384,506565,17677.0,United Kingdom,2010-04-30 12:36:00,1,100,1.45,145.0
6385,506566,14648.0,United Kingdom,2010-04-30 12:46:00,58,343,9.95,488.81
6386,506569,15818.0,United Kingdom,2010-04-30 12:58:00,11,284,4.95,340.5
6387,506570,14201.0,United Kingdom,2010-04-30 13:00:00,9,83,8.5,181.95
6388,506572,16374.0,United Kingdom,2010-04-30 13:10:00,69,169,14.95,473.8899999999999
6389,506573,15984.0,United Kingdom,2010-04-30 13:18:00,16,191,5.95,294.3
6390,506574,14467.0,United Kingdom,2010-04-30 13:30:00,18,45,4.95,114.95000000000002
6391,506575,15984.0,United Kingdom,2010-04-30 13:35:00,1,36,1.65,59.4
6392,506578,12708.0,Germany,2010-04-30 13:52:00,18,147,19.95,323.3500000000001
6393,506579,12374.0,Austria,2010-04-30 14:01:00,36,798,3.75,1388.5400000000004
6394,506581,14045.0,United Kingdom,2010-04-30 14:10:00,12,1536,8.5,2292.4799999999996
6395,506600,16792.0,United Kingdom,2010-04-30 14:43:00,27,85,12.75,155.9
6396,506603,12989.0,United Kingdom,2010-04-30 15:02:00,2,140,6.35,430.0
6397,506604,13317.0,United Kingdom,2010-04-30 15:23:00,24,235,12.75,456.69
6398,506606,13317.0,United Kingdom,2010-04-30 15:26:00,2,9,12.75,29.55
6399,506609,13230.0,United Kingdom,2010-04-30 15:39:00,49,86,8.5,174.20999999999995
6400,506615,15808.0,United Kingdom,2010-04-30 15:57:00,47,413,29.95,938.79
6401,506669,14683.0,United Kingdom,2010-04-30 17:18:00,21,386,7.49,146.56000000000003
6402,506673,17602.0,United Kingdom,2010-04-30 17:33:00,61,170,5.95,255.31999999999994
6403,506675,17243.0,United Kingdom,2010-05-02 10:24:00,11,160,7.95,272.32
6404,506676,16977.0,United Kingdom,2010-05-02 10:38:00,10,92,5.95,186.1
6405,506677,15173.0,United Kingdom,2010-05-02 10:39:00,6,130,1.65,77.46000000000001
6406,506678,16977.0,United Kingdom,2010-05-02 10:46:00,1,4,8.5,34.0
6407,506679,18260.0,United Kingdom,2010-05-02 10:48:00,1,16,10.95,175.2
6408,506680,14460.0,United Kingdom,2010-05-02 10:49:00,10,170,2.95,167.64
6409,506681,17519.0,United Kingdom,2010-05-02 10:54:00,14,288,19.95,410.3999999999999
6410,506682,15253.0,United Kingdom,2010-05-02 11:17:00,24,294,4.25,411.46000000000004
6411,506683,15418.0,United Kingdom,2010-05-02 11:31:00,11,106,12.75,206.49
6412,506684,13093.0,United Kingdom,2010-05-02 11:32:00,23,448,6.35,978.6800000000001
6413,506685,16651.0,United Kingdom,2010-05-02 11:46:00,6,60,3.75,136.2
6414,506686,17287.0,United Kingdom,2010-05-02 11:48:00,14,58,12.75,126.57
6415,506687,12931.0,United Kingdom,2010-05-02 11:51:00,2,450,1.45,612.5
6416,506688,17565.0,United Kingdom,2010-05-02 11:54:00,30,67,8.5,131.83
6417,506689,15046.0,United Kingdom,2010-05-02 11:56:00,30,91,12.75,205.57
6418,506690,15373.0,United Kingdom,2010-05-02 11:57:00,9,70,8.5,119.0
6419,506691,12971.0,United Kingdom,2010-05-02 12:01:00,3,84,2.95,142.20000000000002
6420,506692,17068.0,United Kingdom,2010-05-02 12:12:00,19,84,8.5,168.54999999999998
6421,506693,15795.0,United Kingdom,2010-05-02 12:13:00,8,76,8.5,127.05000000000001
6422,506694,15732.0,United Kingdom,2010-05-02 12:31:00,7,51,12.75,118.05000000000001
6423,506695,16326.0,United Kingdom,2010-05-02 12:44:00,19,41,7.49,127.20999999999998
6424,506696,16119.0,United Kingdom,2010-05-02 13:24:00,7,49,12.75,129.79000000000002
6425,506697,17675.0,United Kingdom,2010-05-02 13:26:00,19,132,19.95,334.88
6426,506698,14740.0,United Kingdom,2010-05-02 13:34:00,20,122,12.75,311.32000000000005
6427,506699,14040.0,United Kingdom,2010-05-02 13:42:00,11,94,7.95,206.2
